,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30
0,0.0022418608229970156,0.011322996851501827,0.003599894911361309,0.01979191378292947,0.02076089934166319,0.01760375599497656,0.0018339237205946919,-0.0023747733098173525,0.0002644551535545663,0.0013208638082322017,0.005580822214483408,0.0021427326014550898,0.02475476939679564,0.009650419468631924,0.013017560793646106,0.00137848181309019,0.011300705488821451,0.007470557826946017,0.005908151931293216,0.005857606207789147,-0.0062995283941275435,0.01011111313194166,-0.003470616439132813,0.015018290070020817,-0.0029808651720849505,-0.004440950892511282,0.006762085953363172,0.014687157030225143,-0.005264788411064939,-0.0016218980166046518,-0.010416162372116528
