,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30
0,0.0,1.263659397987684,0.0008471540466442919,0.42805413098802264,-0.004858983916583065,0.25200382110894287,-0.006079049933990739,0.17473579566721972,0.0008400604083828856,0.1496767574041675,0.004128003519072851,0.12589488400091162,0.004597200871646407,0.1004148942550749,-0.007556877534873429,0.08353273829403686,-0.0019864758128053527,0.07399090669123855,-0.00018270619249137943,0.08063518360641383,0.004654866684046527,0.061189087955094826,0.021254326999785307,0.03410696990394238,0.0006359649290653442,0.04446545834535699,-0.0028905871804205687,0.0497974112220418,0.002529728447540846,0.06950917026989652,0.02763751016077454
